,TS1_V2_turnbaugh,TS10_V2_turnbaugh,TS100_V2_turnbaugh,TS101.2_V2_turnbaugh,TS103_V2_turnbaugh,TS104_V2_turnbaugh,TS105_V2_turnbaugh,TS106_V2_turnbaugh,TS107_V2_turnbaugh,TS109_V2_turnbaugh,TS11_V2_turnbaugh,TS110_V2_turnbaugh,TS111_V2_turnbaugh,TS115_V2_turnbaugh,TS116_V2_turnbaugh,TS117_V2_turnbaugh,TS118_V2_turnbaugh,TS119_V2_turnbaugh,TS12_V2_turnbaugh,TS120_V2_turnbaugh,TS124_V2_turnbaugh,TS125_V2_turnbaugh,TS126_V2_turnbaugh,TS127_V2_turnbaugh,TS128_V2_turnbaugh,TS129_V2_turnbaugh,TS13_V2_turnbaugh,TS130_V2_turnbaugh,TS131_V2_turnbaugh,TS132_V2_turnbaugh,TS133_V2_turnbaugh,TS134_V2_turnbaugh,TS135_V2_turnbaugh,TS136_V2_turnbaugh,TS137_V2_turnbaugh,TS138_V2_turnbaugh,TS139_V2_turnbaugh,TS14_V2_turnbaugh,TS140_V2_turnbaugh,TS141_V2_turnbaugh,TS142_V2_turnbaugh,TS143_V2_turnbaugh,TS144_V2_turnbaugh,TS145_V2_turnbaugh,TS146_V2_turnbaugh,TS147_V2_turnbaugh,TS148_V2_turnbaugh,TS149_V2_turnbaugh,TS15_V2_turnbaugh,TS150_V2_turnbaugh,TS151_V2_turnbaugh,TS152_V2_turnbaugh,TS153_V2_turnbaugh,TS154.2_V2_turnbaugh,TS155_V2_turnbaugh,TS156_V2_turnbaugh,TS16_V2_turnbaugh,TS160_V2_turnbaugh,TS161_V2_turnbaugh,TS162_V2_turnbaugh,TS163_V2_turnbaugh,TS164_V2_turnbaugh,TS165_V2_turnbaugh,TS166_V2_turnbaugh,TS167_V2_turnbaugh,TS168_V2_turnbaugh,TS169_V2_turnbaugh,TS17_V2_turnbaugh,TS170_V2_turnbaugh,TS178_V2_turnbaugh,TS179_V2_turnbaugh,TS180_V2_turnbaugh,TS181_V2_turnbaugh,TS182_V2_turnbaugh,TS183_V2_turnbaugh,TS184_V2_turnbaugh,TS185_V2_turnbaugh,TS186_V2_turnbaugh,TS19_V2_turnbaugh,TS190_V2_turnbaugh,TS191_V2_turnbaugh,TS192_V2_turnbaugh,TS193_V2_turnbaugh,TS194_V2_turnbaugh,TS195_V2_turnbaugh,TS2_V2_turnbaugh,TS20_V2_turnbaugh,TS21_V2_turnbaugh,TS22_V2_turnbaugh,TS23_V2_turnbaugh,TS25_V2_turnbaugh,TS26_V2_turnbaugh,TS27_V2_turnbaugh,TS28_V2_turnbaugh,TS29_V2_turnbaugh,TS3_V2_turnbaugh,TS30_V2_turnbaugh,TS31_V2_turnbaugh,TS32_V2_turnbaugh,TS33_V2_turnbaugh,TS34_V2_turnbaugh,TS35_V2_turnbaugh,TS37_V2_turnbaugh,TS38_V2_turnbaugh,TS39_V2_turnbaugh,TS4_V2_turnbaugh,TS43_V2_turnbaugh,TS44_V2_turnbaugh,TS49_V2_turnbaugh,TS5_V2_turnbaugh,TS50_V2_turnbaugh,TS51_V2_turnbaugh,TS55_V2_turnbaugh,TS56_V2_turnbaugh,TS57_V2_turnbaugh,TS6_V2_turnbaugh,TS61_V2_turnbaugh,TS62_V2_turnbaugh,TS63_V2_turnbaugh,TS64_V2_turnbaugh,TS65_V2_turnbaugh,TS66_V2_turnbaugh,TS67_V2_turnbaugh,TS68_V2_turnbaugh,TS69_V2_turnbaugh,TS7_V2_turnbaugh,TS70_V2_turnbaugh,TS71_V2_turnbaugh,TS72_V2_turnbaugh,TS73_V2_turnbaugh,TS74_V2_turnbaugh,TS75_V2_turnbaugh,TS76_V2_turnbaugh,TS77_V2_turnbaugh,TS78_V2_turnbaugh,TS8_V2_turnbaugh,TS82_V2_turnbaugh,TS83_V2_turnbaugh,TS84_V2_turnbaugh,TS85_V2_turnbaugh,TS86_V2_turnbaugh,TS87_V2_turnbaugh,TS88_V2_turnbaugh,TS89_V2_turnbaugh,TS9_V2_turnbaugh,TS90_V2_turnbaugh,TS91_V2_turnbaugh,TS92_V2_turnbaugh,TS94_V2_turnbaugh,TS95_V2_turnbaugh,TS96_V2_turnbaugh,TS97_V2_turnbaugh,TS98_V2_turnbaugh,TS99.2_V2_turnbaugh
Escherichia,0,0,0,0,0.00175412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082632,0,0,0,0,0,0,0.00033833,0,0,0,0,5.96E-05,0,0.00050651,0.00156554,0.00052755,0,0,0,0,0,0,0,0.0002699,0,0,0,0,0,0,0,0,0,0.00113476,0,0,0,0,0,0,0,0,0,0.00030964,0,0,0.00084569,0,0,0,0.00040846,0,0,0,0,0,0,0,0,0.00036216,0,0.00018031,0.00019115,0,0,0,0.00023354,0,0,0.00271744,0,0,0,0,0,0,0,0,0.0003639,0,0,0,0,0.00068945,0,0.00027531,0.00077206,0.0001973,0,0.00013703,0,0.00040487,0,0,0,0,0,0,0.00716149,0,0,0,0,0,0,0,0,0.000847,0,0,0,0,0,0,0,0,0,0,8.69E-05,0,0,0,0,0,0,0,0.00092523,0
Hafnia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klebsiella,0,0,0,0.00033688,0.00153498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023936,0,0.00072316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00074521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00280414,0,0,0,0,0,0.00082521,0,0
Blautia,0.04905096,0.21528208,0.17463307,0.60726569,0.15135363,0.14365495,0.81237802,0.39992609,0.13675395,0.17638087,0.29982189,0.48851733,0.29681933,0.09400405,0.08276989,0.19812608,0.129713,0.29117419,0.2686172,0.06860742,0.34786869,0.38640916,0.14294587,0.22055999,0.13996892,0.20701893,0.16668973,0.18875687,0.46383226,0.20088621,0.12035653,0.38434905,0.14640175,0.42417602,0.07194924,0.53070234,0.47701811,0.55390444,0.11544277,0.07431044,0.31851625,0.23098133,0.11061149,0.15698735,0.05529322,0.26130124,0.11117198,0.18310041,0.12668518,0.61456477,0.34040006,0.2241686,0.28938069,0.10759088,0.04774395,0.15219211,0.10743298,0.09569917,0.17450805,0.08994574,0.12886217,0.05708582,0.06740792,0.19100592,0.15551101,0.34530651,0.20068218,0.26831236,0.57631562,0.24053839,0.48653246,0.08533771,0.23716993,0.10592289,0.07007549,0.21420583,0.32515467,0.10790601,0.30240647,0.24555047,0.20695031,0.39892136,0.39421522,0.38644166,0.25403934,0.12008679,0.16379768,0.45653843,0.56790618,0.51868583,0.27139634,0.17921296,0.10092498,0.1890439,0.50978405,0.35581319,0.67050268,0.27617776,0.17500338,0.3854429,0.3372632,0.13434719,0.15688638,0.65010213,0.09653275,0.16471684,0.18420576,0.11472548,0.34534145,0.53456862,0.69748936,0.13454131,0.54334199,0.24734161,0.1305638,0.15902264,0.43276455,0.15360602,0.32397987,0.11247746,0.2163659,0.12333758,0.31398244,0.11943235,0.22873894,0.15135067,0.08071655,0.39863765,0.42328799,0.22531908,0.24981944,0.40534495,0.10096896,0.28425632,0.13074889,0.08468674,0.22895965,0.22568869,0.04112608,0.41365055,0.1331387,0.16022159,0.07924668,0.296072,0.2566122,0.1607145,0.44278857,0.33039563,0.08088335,0.08279796,0.07342229,0.1890201,0.27531926,0.1206833
Butyricimonas,0.00183709,0,0.00039789,0,0,0,0,0,0,0.00347239,0,0.0010798,0,0.00203167,0.00123789,0.00278986,0.00599693,0.00544632,0,0,0,0,0.00208948,0.0003477,0,0.00420263,0.00156188,0,0,0,0,0,0.00171831,0.00292355,0.00105219,0,0.00043903,0.0002994,0.00158843,0.00064437,0.0049791,0.00134131,0.00337627,0,0.00881682,0,0.00387745,0.00166925,0,0,0,0.00306879,0,0.00110827,0.00193001,0.00169515,0.00206921,0.00107727,0,0,0,0,0.00197068,0.00384674,0,0.00288388,0,0.00123085,0,0,0.00042697,0,0.00394287,0.00589259,0.00661642,0,0,0,0,0.00141582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110104,0,0.00530382,0.00351471,0.00225986,0.00076432,0.00036198,0.0014332,0,0.00577443,0.00059111,0.01342858,0.00197712,0,9.84E-05,0,0,0,0.00174987,0,0.00277111,0,0,0,0,0,0.00979412,0,0,0,0.00227095,0,0,0,0,0.00197585,0,0,0,0.00303577,0.00248544,0,0,0,0,0.00036777,0.00124062,0,0.00884187,0,0.00560728,0,0.00076462,0,0,0.0020034,0,0,0
Paraprevotella,0,0,0.00371783,0,0,0,0,0,0,0.00051702,0,0.00112353,0,0.0010575,0.00257508,0,0,0,0.012,0.01298059,0,0,0.00144977,0,0,0,0,0,0,0,0,0,0,0.00456254,0.01057447,0,0.00091258,0,0.00715876,0.00937336,0,0,0.00131804,0,0,0,0.00432272,0.04733263,0,0.00089127,0.00037182,0,0,0,0.01304787,0,0,0.00392065,0,0,0,0,0.00205053,0.00291129,0,0,0,0,0,0,0,0.01195233,0,0,0,0,0,0,0,0,0,0,0.00068107,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00516282,0,0.00780081,0,0,0.00187909,0,0.00111686,0,0,0,0,0,0,0,0,0.00510667,0,0,0.00936884,0,0,0,0.00381222,0,0,0,0,0,0.00124414,0,0,0,0,0.00616573,0,0.00385351,0,0.0015799,0,0,0,0.03241942,0,0.01145019,0.00193581,0,0,0,0,0.00922345,0,0,0,0,0.01060437,0,0
Parasutterella,0.00048188,0,0.00145627,0,0.00409161,0,0,0,0,0.0072744,0,0,0.01205454,0,0,0,0.00659653,0,0,0,0.00102114,0.00940474,0.00127729,0.00508593,0.01605467,0.00096387,0,0,0,0.00833649,0.0319538,0,0.03699474,0,0.00128579,0.00243169,0,0,0,0.00118051,0.00091365,0.00491547,0,0,0.01105944,0.03109242,0,0.0002049,0,0.00345184,0.01502821,0.01285649,0.0030471,0.00812099,0,0,0.00842704,0.00098758,0,0,0,0,0,0.01794777,0.00305022,0.00704805,0,0.00451043,0,0,0,0,0.01839637,0,0.00134859,0.02045876,0.00855768,0.00299836,0,0,0.00340757,0,0,0.02106293,0,0.00063303,0.00015752,0,0.00931819,0,0,0,0.0002723,0.00798281,0.00586058,0.00057721,0,0.00793197,0,0,0,0.01191347,0.01838088,0,0.00465823,0,0.02461823,0,0,0,0.0014866,0,0,0.04901108,0,0.00031841,0.0193208,0.00659753,0,0,0.01376968,0.00312344,0.03232262,0.00127155,0,0,0,0.00654795,0.00273188,0.00073018,0.00603526,0.03229932,0,0,0,0.0001697,0.0066957,0,0.00228573,0,0.00874236,0,0.00943501,0,0.00601063,0.00186976,0,0,0,0.00682962,0.01468526,0,0.00287639,0.01281085
Kluyvera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterorhabdus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120235,0,0,0,0,0,0,0,0
Butyricicoccus,0.0059454,0.00140866,0.0007111,0.00029236,0.00199702,0.00343078,0.00117814,0.00549802,0.00024277,0.00118402,0.00123558,0.00193114,0.00294177,0.00030377,0.00055425,0.00104052,0.00143135,0.00595476,0.00040554,0.00744025,0.00033285,0.00139148,0.00041618,0.0018619,0.0042441,0.00250679,0.00930985,0,0.00163661,0,0.00069395,0.00387358,0.0051219,0.00087248,0.00334455,0.00237312,0.00052347,0.00969987,0.00063215,0.00230319,0.00059477,0.00459722,0.00176234,0.00027556,0.00138459,0.00430486,0.01387214,0.0011949,0.02992172,0.00551177,0.00106369,0.00104648,0.00455914,0,0.00115143,0.00202173,0.0013715,0.00321035,0.00109268,0.00064642,0.0005454,0.00540311,0,0.00208604,0.00198483,0.00372617,0.0022521,0.0058687,0.0008623,0.00093809,0.00050909,0.00216413,0.00192444,0.00204119,0.00022019,0.00039247,0.0027845,0.01901438,0.00049249,0.01631402,0.00221732,0,0.00039078,0.00089467,0.00139693,0.00363327,0.00473616,0.0008176,0.00043398,0,0.00100997,0.00528708,0.004855,0.00437404,0.00136252,0.00093822,0.00037081,0.00982147,0.00188697,0.00084921,0.00045624,0.00344557,0.00277696,0.00298558,0.00578556,0.00140874,0.00138169,0.00039384,0.00063849,0.00156867,0.00018222,0.0013752,0.00117153,0.00298101,0.00078752,0.00144655,0.00125795,0.00030755,0.00148538,0.0005471,0.00192056,0.00101674,0,0.00144759,0.00233032,0.00163977,0.00369337,0.00331392,0.00399862,0.00142423,0.00039359,0.00052633,0.00496915,0.00128529,0.00181089,0.00664115,0.00174323,0.00202628,0.00185906,0.0032565,0.00306331,0.00074029,0.00092167,0.00175852,0.00091331,0.00121682,0.00925123,0.0031889,0.00094068,0.00472138,0.0005981,0.0032184,0.00046868,0.00022032
Robinsoniella,0,0,0,0,0,0,0,0.00034942,0.00027684,0,0.00035313,0,0,0,0,0,0,0,0,0,0,0,0.00047468,0.0002369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031424,0,0.00024651,0.0001894,0.00015235,0,0.00023386,0,0,0,0,0,0,0.00015736,0.00036715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.73E-05,0.00032189,0,0.00031106,0,0,0,0,0,6.31E-05,0.00033033,0.00213044,0,0.00040306,0.00010169,0,0,0.00010793,0,0.0001909,0.00159485,0,0,0.00024662,0,0,0,0.00010138,0.00031604,0,8.18E-05,0.00013348,0,0,0,0,0.00025738,0,0,0,0.00084776,0.00020868,0,0,0,0,0.00044392,8.23E-05,0,0.00027098,0,0.00027163,0,0.0011997,0,0.00073362,0,0,0.00049793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydrogenoanaerobacterium,0,0,0.0005411,0,0,0,0,0,0,0,0,0,0,0.00069185,0.0002114,0,0,0,0,0,0.00075822,0.00127011,0.00142203,0,0,0,0.00026651,0,0,0.00092907,0.00197746,0,0,0,0.00071624,0,0,0,0,0.00043876,0.00067843,0.00342087,0,0,0,0,0.0001894,0,0.00019135,0.00046672,0.00024348,0.00089558,0.0002271,0,0,0.00057736,0.00062644,0,0,0,0,0.0003862,0,0,0,0,0,0,0,0,0.00029084,0.00082363,0.00048865,0.00025963,0.00050113,0,0,0,0,0,0,0,0,0.00068072,0,0,0,0.00161586,0.00033033,0,0,5.84E-05,0.0009072,0.00249559,0,0.00042871,0,0,8.07E-05,0.00051332,0.00155913,0,0,0,0.0004724,0,0,0.00134557,8.18E-05,0,0,9.60E-05,0,0,0,0,0,0,0.00338803,0,0,0.00058042,0,0.00023677,0,8.23E-05,0,0.00081093,0.00050776,0.002166,0,0,0,0,0,0.00037665,0,0,0,0,0.00374433,0.00084445,0,0,7.54E-05,0,0,0,0,0,0.00068223,0,0,0
Holdemania,0,0.00053207,0,0,0,0.00064798,0,0,0,0.00044732,0,0.00048646,0.00111047,0,0,0,0.0016199,0,0,0,0.00150339,0.00042067,0.00062754,0.00031303,0.00098611,0,0.0005278,0.00034547,0.00030954,0.00122859,0,0.00083587,0.00038739,0.00087776,0,0,0,0.00013528,0,0,0,0.00030257,0,0.00041533,0.00125377,0.00032575,0.0007486,0.00060157,0.00016886,0,0,0.00118429,0,0.00199409,0.00086905,0,0.00062146,0,0,0,0.00082255,0.00051052,0.0005919,0.00031565,0.00099893,0,0,0,0,0,0,0.00054506,0.00032352,0.00017205,0.00066254,0,0,0.00073672,0.00057154,0,0,0,0,0.00045054,0,0.00031127,0.00046202,0.00078147,0,0.00056433,0.00050854,0.00022892,0.00026737,0.00020723,0.00082286,0.00056674,0.00044746,0.00044058,0.00031723,0.00015159,0,0.00032589,0.00032324,0.00064443,0.00062453,0.0005321,0,0,0.00096303,0.00026386,0,0.00081795,0.0002954,0.00022585,0,0.00062427,0.00189785,0.00046361,0.00168104,0.00055041,0,0,0.00113436,0,0.00039157,0,0,0,0.00067131,0.00071693,0.00118591,0,0,0,0,0.00016663,0,0,0,0.00054687,0,0.00055883,0,0,0.00019768,0.0004597,0.00199521,0.00068826,0,0.00042003,0.00090208,0,0,0.00099392
Pyramidobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00555844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gordonibacter,0.00371066,0,0,0.00115258,0,0,0,0,0,0,0,0,0.00968688,0,0,0,0,0,0,0,0,0,0.00164195,0,0,0,0,0,0,0,0,0,0.00101299,0.00114914,0,0.00104273,0,0.00017684,0,0,0.00117441,0,0,0,0,0,0,0.00026315,0.00066043,0.00080769,0,0,0,0,0,0,0.00054267,0,0,0,0,0,0,0,0.00130781,0.00226612,0,0,0,0,0,0,0,0,0.00086731,0,0,0,0,0,0,0.00053807,0,0,0.01103548,0.01029407,0.00010162,0.0006465,0.00057144,0,0,0.00019998,0.00034982,0,0,0.00148269,0,0,0,0.00059261,0,0.00255367,0,0.00337134,0,0.00034875,0.00436662,0,0,0,0,0,0,0,0,0,0,0,0,0.00072047,0,0,0,0,0,0.00056422,0.00162252,0,0,0,0,0,0,0,0.00178934,0.00086858,0,0,0,0,0,0,0,0,0.00025856,0,0,0,0.00185799,0,0,0,0,0
Thermotalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paraeggerthella,0,0,0,0,0,0,0,0,0.00095657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00100508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerosporobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73E-05,5.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027714,0,0,0,0,0,0,0,0,0,0,0,0.00037209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62E-05,0,0,0,0,0,0,0.00035849,0,0
Anaerobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00041618,0,0.0001642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00072377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037064,0,0,0,0,0,0,0,0,0,0,0,0
Desulfocurvus,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00062148,0.00075688,0,0,0,0,0,0,0,0,0,0,0,0.00023947,0,0,0,0,0,0,0,0,0,0,0,0.00064773,0,0,0,0,0,0.0005681,0,0,0.00054472,0,0,0,0,0,0.00135433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018187,0,0,0,0,0,0,0.00030776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104181,0,0,0,0,0.00084179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00075854,0,0,0,0,0,0,0,0.00341531,0,0,0,0
Haemophilus,0,0.00112985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064983,0,0,0,0,0,0.00026274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012318,0,0,0.00040457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00075456,0,0,0,0,0
Pasteurella,0,0.00054191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050268,0,0.00017985,0,0,0,0,0,0,0,0,0,0,0,0,0.00177027,0,0.00030815,0,0,0,0,0,0.00030685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031555,0,0,0,0,0,0.00065798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00055047,0,0
Caulobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusibacter,0.00144365,0,0.00131074,0.0005384,0,0,0,0,0,0,0,0,0.00090502,0,0,0,0,0.00050015,0,0,0,0,0.00076678,0.00114511,0.00060301,0,0.00064486,0,0,0,0,0,0.00047326,0.0016084,0,0,0,0,0,0.00070871,0,0.00036959,0,0.00101382,0,0,0,0,0.00102678,0,0.00039301,0,0,0.003655,0,0,0.00075934,0,0,0,0,0,0,0,0.00061084,0,0,0,0,0,0,0,0,0,0.00080955,0,0,0,7.07E-05,0.00103853,0,0,0,0,0.00206077,0.00227631,0.00023578,0.00055326,0,0,0,0.00027957,0,0.00025306,0,0.00103819,0,0.00023125,0,0,0,0.00079516,0.00039485,0,0.00050906,0,0.00051032,0,0.00052358,0.00010809,0,0,0,0,0,0,0,0,0,0.00033675,0,0,0,0,0.00023968,0,0,0,0.00082026,0,0,0,0,0,0,0.00010222,0,0,0,0,0,0.00136458,0,0,0.00012119,0,0,0,0,0.00051315,0,0,0,0
Actinobaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asticcacaulis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
